BULKLOAD Testcases/TC_3/sortedData_3_10_1000.txt 1000
QUERY 974116078 1895060773 284549721
QUERY 227538581 1884358633 410809383
QUERY 1985478560 1987336245 754448662
QUERY 1816810126 160078496 481933959
QUERY 201230799 298185035 808823966
QUERY 1159748035 17311207 1865772154
QUERY 20446731 689052040 79082652
QUERY 1137673577 1841007058 1356165488
QUERY 724924821 1303528312 2122901155
QUERY 1078283762 1466716702 2122859839
QUERY 1668337769 903498273 795148147
QUERY 1523082993 1470443578 1677220295
QUERY 177234209 1380193637 623048330
QUERY 92741227 1411618810 1063385181
QUERY 356262777 1760786873 2065974126
QUERY 1116033427 1734832025 840195541
QUERY 2143462110 985062609 402909846
QUERY 444589488 1210667710 325774505
QUERY 1832769460 134007587 139693561
QUERY 1156297986 1134409811 520024957
INSERT 816187532 756580852 1899988172
INSERT 664332059 333409189 1026913065
QUERY 1066370606 659888522 1860519462
QUERY 716384395 1994106141 278481950
QUERY 4470433 677774649 148282606
QUERY 1586337699 988937400 228104125
QUERY 232573795 1306388559 1871219314
QUERY 539923199 823466441 1618683944
QUERY 1952093133 905971256 703838127
QUERY 1695058701 949671031 305410457
QUERY 538595619 407636135 1979753851
QUERY 1117351172 101787720 1032987821
INSERT 178045892 655106622 405745652
QUERY 129481319 477505277 1680190954
QUERY 1151391250 548462709 641286571
QUERY 2013669811 220672658 36231713
QUERY 691934891 1850463611 215237343
QUERY 622873478 352004864 1457945850
QUERY 1252938678 516035812 692565898
QUERY 1103185586 1722056835 1051262783
QUERY 2122045911 1189894676 1977575677
QUERY 1375465505 1214672478 1576080327
QUERY 973649833 1465806307 1648871230
QUERY 21122243 918205378 156433480
QUERY 1335225700 887647114 1481606259
QUERY 1242167912 625559328 535914951
QUERY 2116605814 2071505240 1250005765
INSERT 182693335 1371652128 2078766605
QUERY 1189761553 519232448 1727692152
INSERT 1970195820 1855689734 303044788
QUERY 1480715314 1691157397 2113333139
QUERY 1108351431 1290539825 922426977
QUERY 1668337769 903498273 795148147
QUERY 41431583 223475286 395521383
QUERY 272433432 936798181 1573570214
QUERY 1521350317 896417016 2030121997
QUERY 258881317 1607445057 1889554777
QUERY 1245826952 1843899381 984256364
QUERY 286690463 1606463963 788973722
QUERY 1211805638 949455443 1187958082
QUERY 1894565094 950937890 116924829
QUERY 919105477 736991833 1997077468
QUERY 1916436424 1230049608 30499660
QUERY 1940989506 756850857 893552745
QUERY 1559270656 278347104 764330416
INSERT 1481397637 2135183507 985053314
QUERY 1059814870 165756531 1338218540
QUERY 1406634430 1804156623 1751693087
QUERY 1980919839 1562273283 1805239404
QUERY 524597983 1484586021 1545086957
QUERY 1615651558 1455960706 70783174
QUERY 1376795589 739211986 2133487489
QUERY 155086634 35552060 1493901392
QUERY 2039621019 1079941796 1046133123
QUERY 818742319 1980652231 2066052265
QUERY 1389191743 213373695 1443980258
QUERY 1241929554 1865616202 1274441025
QUERY 1161124405 351237544 10239283
QUERY 1067562388 707791954 966967578
QUERY 313385322 1365435515 1763949389
QUERY 662598864 666448550 1812428280
QUERY 865240542 448560670 1534727681
QUERY 1842276969 1583633077 508720857
QUERY 1174826164 1482887355 1887183117
QUERY 1110743256 1926175908 1012408864
QUERY 639873350 1860334103 1822693790
QUERY 1143327514 1251214360 678096687
QUERY 1340695552 2015298758 1214052656
QUERY 1507040680 57582219 1545721139
QUERY 1998249683 2090718140 131508107
QUERY 1700602208 308889198 360152831
QUERY 654956399 952600291 1914009352
QUERY 1302029803 748332597 1350565687
QUERY 2028662374 1646723878 1401171334
QUERY 467740343 1896427366 1881971232
QUERY 1389774284 190826373 1549370643
QUERY 1750467441 1999630502 617708265
QUERY 459854572 793737850 1181833163
QUERY 1023208500 867083762 1472852534
QUERY 1129411426 1100241150 1548307711
QUERY 137581165 605580829 1228432200
QUERY 265958060 1937718937 217643202
QUERY 1013315593 2096180048 1702088642
QUERY 574206600 919963433 567088559
QUERY 1360826410 181276282 1891612860
QUERY 1118477818 1031048820 496180338
QUERY 576820511 455345254 669932834
QUERY 1884793 637004219 33254287
QUERY 1549875261 2094295587 461387295
QUERY 607112418 1824797223 203526079
QUERY 1395590405 1231304348 560382808
QUERY 1117351172 101787720 1032987821
QUERY 1509296884 247654559 611786544
QUERY 1899237803 1460514511 114782526
QUERY 1625209008 892755545 1634531192
QUERY 1411710532 1294764958 31809840
QUERY 1078283762 1466716702 2122859839
QUERY 1668337769 903498273 795148147
QUERY 34845137 1453483674 1203813147
QUERY 1376795589 739211986 2133487489
QUERY 1511617530 743371649 291608791
QUERY 1812741421 1743067376 1586465379
QUERY 850692263 366926000 1442118224
QUERY 249397775 542333613 1770238943
QUERY 26335091 817498837 1432362105
QUERY 289533966 1317453229 634152376
QUERY 359041802 2129152115 1228841074
QUERY 1091458767 1013605271 44118403
QUERY 272433432 936798181 1573570214
QUERY 557860266 764194546 364484920
QUERY 613232124 2084338736 518347338
QUERY 1543199412 621728574 1930963940
QUERY 2132806281 996419343 1160260781
QUERY 1055432787 1117142182 1147104165
QUERY 965534623 195090355 1077478730
QUERY 564009694 153312168 775121236
QUERY 934312679 1913497145 2088572666
QUERY 1213818112 1434622453 436441923
QUERY 382996144 1940495128 1425111083
QUERY 856749002 397579678 849951892
QUERY 282950801 1471938700 1972844079
QUERY 2125884068 1305932954 1732603970
QUERY 182693335 1371652128 2078766605
QUERY 1484547072 970899447 850505600
QUERY 435187403 506423228 1790337514
QUERY 1875432150 396530184 242750798
QUERY 706661914 740567459 1072816482
QUERY 266360183 856688497 2136272941
QUERY 1749552183 1172930205 1347970226
QUERY 1535653259 1268578140 230759543
QUERY 30203018 1673339219 269759045
QUERY 310550103 1883750671 104370578
QUERY 444876227 6302794 329538201
QUERY 827184200 1149206595 1125883479
QUERY 966707324 534350927 1987432149
QUERY 1041579964 766729285 2016349658
QUERY 1137444150 1031786438 1327239644
QUERY 1202602344 972929510 547478492
QUERY 651849070 2051901435 229514221
QUERY 390631574 497764465 1401997720
QUERY 1346247712 111540062 668289405
QUERY 2079217666 80292530 1952427491
QUERY 253877222 1769971574 552576362
QUERY 1241929554 1865616202 1274441025
QUERY 399062487 1855353527 68288642
QUERY 297802863 837834842 2059648110
QUERY 1519411962 1786185230 302917064
QUERY 249397775 542333613 1770238943
QUERY 2069561209 1779414991 935449287
QUERY 895292027 660721768 278872983
QUERY 130456978 377091842 553460122
QUERY 211000259 175219001 669047070
QUERY 270782216 1756897497 1607986066
QUERY 1441253242 928435662 1436502280
INSERT 918779205 988141093 369082277
QUERY 1304531564 563534356 1133323204
QUERY 1412196187 87230706 271140490
QUERY 824600613 2072172630 549284269
QUERY 246533656 218417358 1775902220
QUERY 1234800096 779523538 1120173018
QUERY 358749851 934531316 1056683263
QUERY 1592660001 483788486 970485320
QUERY 481117829 339097842 1430962676
QUERY 1686835406 1469960959 488773242
QUERY 1561666552 906398913 175358816
QUERY 1062750248 262265677 1137988968
QUERY 1615504966 1920062210 680328255
QUERY 1039078106 418304744 897803995
QUERY 1698110147 1124379133 1155181896
QUERY 274552622 494784267 1900812688
QUERY 1192694645 339456406 2102234202
QUERY 312765484 1530375120 1207782624
QUERY 1100700578 719613866 1270454257
QUERY 1043032819 1341184070 1818892260
QUERY 89713357 1781957547 1999688762
QUERY 1503995392 373570507 1151221247
QUERY 20716695 411499323 1072124392
QUERY 481287761 2094279449 1359057943
QUERY 1668337769 903498273 795148147
QUERY 1488160136 2098232384 1383103835
QUERY 1241929554 1865616202 1274441025
QUERY 1062750248 262265677 1137988968
QUERY 2097505081 1463568861 1238891953
QUERY 474622016 739284601 1075959281
QUERY 1673292646 748927112 1566577551
QUERY 1852282348 226356821 956166154
QUERY 123508131 1903071211 345794267
QUERY 1880154328 975560996 311040073
INSERT 763561887 1966848442 516540546
QUERY 1237119552 1284748839 721523781
QUERY 1202249547 1971972440 1443263718
QUERY 44707182 93641552 235164731
QUERY 1447199249 418883145 706476506
QUERY 320098819 1940462058 611758600
QUERY 1763827553 556947273 2057641076
QUERY 999136145 1103831888 827177942
QUERY 659803701 1793009638 1538147788
QUERY 827359955 264599733 1553655171
QUERY 1175915320 1615964739 948099101
QUERY 1409620654 678404879 1922962609
QUERY 378141639 219194765 1995702702
QUERY 295666906 1153094479 1234356742
QUERY 127249938 1158141699 1794004122
QUERY 643214133 373324975 261799158
QUERY 1334194958 335947024 254736868
QUERY 542274254 1789455013 23173783
QUERY 340937953 738526614 1295723363
QUERY 500950761 935933261 1253965122
QUERY 1170062048 594963787 566465232
QUERY 2097540117 1916604581 106497522
QUERY 1117125078 1908080959 706211009
QUERY 176632123 1561095161 360822744
INSERT 279440722 662235021 1991078389
QUERY 1787852557 214982669 275911138
QUERY 1349519041 548226047 1155511673
QUERY 1495565768 1765103404 156447828
QUERY 1720290501 263471184 1768681624
QUERY 912336660 689152163 134375921
QUERY 1592660001 483788486 970485320
QUERY 1768170433 2145590373 1531492069
QUERY 1807403207 1524087299 1952266318
INSERT 2072313346 960294343 1345174546
INSERT 308376463 962794302 930809048
QUERY 503615901 1494340605 778298896
QUERY 469602363 1219614167 2027581026
QUERY 1804673071 1106356692 1944354130
QUERY 1328362551 686415551 1317552812
QUERY 1122335483 1997720711 2135332548
QUERY 1205158184 701262884 2052925797
QUERY 1474392063 1167823183 49151421
INSERT 1946122080 524594037 346410126
QUERY 226507504 1990241785 1921333018
QUERY 1718203501 1309056784 2053578248
QUERY 576327004 1598395725 684665758
QUERY 1562896294 1710517663 276092222
QUERY 181359152 212608822 1849532265
QUERY 2011025120 1328393800 1605890430
QUERY 1917826122 1009581159 319826035
QUERY 377072444 1098243133 1873712350
QUERY 1804382433 1241054477 172329068
QUERY 620724072 2138985532 1805085544
QUERY 1493335574 111163674 1946910965
QUERY 736252408 462433471 366914638
QUERY 70991121 1349095548 924789750
QUERY 1062750248 262265677 1137988968
QUERY 1481397637 2135183507 985053314
QUERY 664332059 333409189 1026913065
QUERY 428013990 1535766880 1488408144
QUERY 912336660 689152163 134375921
QUERY 1475594208 1702076686 1701170496
QUERY 1772161617 62226670 1148418689
QUERY 706072679 1689046846 1874347870
QUERY 1767901795 385177957 1014615179
QUERY 533737282 757908085 1233579522
QUERY 1129411426 1100241150 1548307711
QUERY 1669806002 1720695013 1192312151
QUERY 231220577 659472366 530953685
QUERY 241586192 1857419228 1592478224
QUERY 1914955598 2127891680 1918401316
QUERY 7083064 1647485371 1529103715
QUERY 1898866578 332007520 197882477
QUERY 124825555 710858538 479995177
QUERY 918779205 988141093 369082277
QUERY 469657994 100162432 1023516131
QUERY 1616696487 380292066 889457697
QUERY 936165824 288058100 1344805652
QUERY 110080298 578373844 1130214197
QUERY 843716687 1070961334 132003968
QUERY 1219571984 1220943910 1485413635
QUERY 446546829 1504957436 1541896594
QUERY 955924514 317196842 156840755
QUERY 2093084990 1658918170 1842139700
QUERY 236805354 1771224864 888437804
QUERY 1725478124 843299381 395473745
QUERY 522225173 2136034865 1619321862
QUERY 1669806002 1720695013 1192312151
QUERY 2047973039 698774165 1037936107
QUERY 1575276232 1070387756 1907185047
QUERY 1418619569 584296271 1851048138
QUERY 1474789354 759953430 255228985
QUERY 415782063 625260958 803783507
QUERY 774682225 1878953061 667318513
QUERY 956215597 864074764 71138827
QUERY 131678765 1638527832 945990301
QUERY 1358334942 1592965095 670500239
QUERY 1254796510 2077888530 735616642
QUERY 1495570073 183643473 1299490047
QUERY 2010007576 1401641914 1757365376
QUERY 586626288 1061922502 1768463742
QUERY 1083595070 391316553 299748999
QUERY 1481015881 284387709 1296682796
QUERY 1332553665 1559896629 862944292
QUERY 1205158184 701262884 2052925797
QUERY 1263375838 1029079760 1989338218
QUERY 2013438674 1455740652 1772092654
QUERY 1657931044 1190815692 291318080
QUERY 2060661082 1403566392 734212932
QUERY 1240369712 1368044146 40531427
QUERY 729583354 489473823 1802979137
INSERT 1733451345 634166797 1457598687
QUERY 2112073717 2098257657 988453973
QUERY 2017365932 1201893250 30342012
QUERY 2097540117 1916604581 106497522
QUERY 421307879 714146684 1362899981
QUERY 878167698 1098173081 2036494904
QUERY 1080963337 1151310861 401833719
QUERY 827184200 1149206595 1125883479
QUERY 1725478124 843299381 395473745
INSERT 1763104891 1114010784 355112955
QUERY 1255707177 1230852888 1689872420
QUERY 249488160 1807004856 1380235119
QUERY 996429623 254765908 1987627562
QUERY 1585957420 1025777427 900258240
QUERY 463497094 716554723 213559402
QUERY 848514953 747505392 1643371315
QUERY 15488239 815680536 674801181
QUERY 850149286 1664289455 832448588
QUERY 2010620382 1271572012 1871244896
QUERY 1523082993 1470443578 1677220295
QUERY 356782765 1570621266 1195680832
QUERY 864437915 1659251381 19904015
QUERY 1798804054 616178157 148802400
QUERY 1099050254 251451699 586402553
QUERY 518286869 1093189889 231565966
QUERY 1503137978 1863804853 478984566
QUERY 1995229353 205944756 1579923721
QUERY 1787757590 601030364 1305521458
QUERY 136564023 1127297921 1535221033
QUERY 1417594646 716245878 1649046771
INSERT 1478439716 1982109293 186338905
INSERT 1608191681 704625774 892412441
QUERY 1911548355 1972599571 1372276300
QUERY 1055389790 1465977532 885478328
QUERY 1409754715 1288218920 125152758
QUERY 2112073717 2098257657 988453973
QUERY 33620287 46255243 193989399
QUERY 1562896294 1710517663 276092222
QUERY 1678091813 574659772 85866718
QUERY 1914955598 2127891680 1918401316
QUERY 827184200 1149206595 1125883479
QUERY 956215597 864074764 71138827
QUERY 1837703673 732410877 605379744
QUERY 626419827 1387268829 1003029213
QUERY 2122092224 2107313579 1649082489
QUERY 101194514 1200202298 1645409131
QUERY 327172909 448091364 836139783
QUERY 2061532621 1160219744 925272804
QUERY 1964150595 1961825489 1565350182
QUERY 150277412 1448312482 1343162196
QUERY 582947377 413886503 954098034
QUERY 1269736846 1307612083 187971937
QUERY 647877155 2003512512 565556282
QUERY 1401696065 617085074 1948770979
QUERY 1960991354 578034689 446038923
QUERY 1288971661 1279895061 146178636
QUERY 549574439 1587474142 6698138
QUERY 1471147192 13095991 582740185
QUERY 159389178 864799475 299825219
QUERY 1455245371 76177581 933879228
QUERY 735166560 1104325998 1322634632
QUERY 1521350317 896417016 2030121997
QUERY 308376463 962794302 930809048
QUERY 1381476474 2017011223 843029823
QUERY 1493335574 111163674 1946910965
QUERY 561385576 1118876773 557987341
QUERY 704396180 1068309115 25144423
QUERY 712706717 92938636 502578562
QUERY 1733451345 634166797 1457598687
QUERY 1129411426 1100241150 1548307711
QUERY 217027312 255936031 1374378681
QUERY 83020848 1357081657 1825798483
QUERY 797191608 2097868013 962128162
QUERY 1551337425 1217725276 88900497
QUERY 305381379 267071780 766272371
QUERY 56693519 1239274642 1424770289
QUERY 1811178745 1334882400 291852793
QUERY 1861279009 1516241927 644798282
QUERY 37195306 841860605 1991748370
QUERY 1798804054 616178157 148802400
QUERY 1798804054 616178157 148802400
QUERY 347610240 230917581 245146442
QUERY 610907000 271820849 1727564260
INSERT 2082999594 914963013 977585273
QUERY 20446731 689052040 79082652
QUERY 418462116 11250387 456634611
QUERY 113139730 1330821666 570959016
QUERY 907581193 810377997 2049794541
QUERY 1421426899 358325709 454262266
QUERY 34342879 570582731 565662505
QUERY 15488239 815680536 674801181
QUERY 252617772 1854322646 63177050
QUERY 827359955 264599733 1553655171
QUERY 1274831648 336664663 1833609028
QUERY 1796304506 2022912038 1105029928
QUERY 1334194958 335947024 254736868
INSERT 2093502196 1815141199 1752288271
QUERY 1698110147 1124379133 1155181896
QUERY 577205567 1148143906 951876618
QUERY 997322288 26282044 1771149305
QUERY 1682249788 2066042636 1870453460
QUERY 2102122294 2026710934 324074300
QUERY 1620929589 375540565 839078012
QUERY 1721058097 1748222046 103471467
QUERY 1495752548 1140334067 1692123556
QUERY 1393882743 1410044203 948620278
QUERY 918779205 988141093 369082277
QUERY 1822189470 130166608 172524320
QUERY 127162967 1931823184 902886818
QUERY 376332759 1562372107 1829180889
INSERT 1883931220 188432805 1291440345
QUERY 556885430 187934892 1183873306
QUERY 56275059 382243811 1219222949
QUERY 763059593 1528548185 931209318
QUERY 378141639 219194765 1995702702
QUERY 1205158184 701262884 2052925797
QUERY 758381416 768879704 1833283601
QUERY 790184190 1036860247 890017139
QUERY 1701239195 2024506375 182642392
QUERY 2097540117 1916604581 106497522
QUERY 549574439 1587474142 6698138
INSERT 1934674983 2048676121 733338986
QUERY 1804382433 1241054477 172329068
QUERY 55426113 1636837786 1221515254
QUERY 820092049 1899346922 1374641827
QUERY 1576150239 1009528110 512058378
QUERY 474622016 739284601 1075959281
QUERY 500950761 935933261 1253965122
QUERY 1763104891 1114010784 355112955
QUERY 1760394669 701576379 324919136
QUERY 261807481 1693497429 1511019387
QUERY 1035526339 65705492 1964851845
